x-mag,y-mag,z-mag,label
-25.249571065293843,36.749488026138096,4.35591299123452,
29.477103688187494,16.443255117785046,44.74456181994279,
-34.62727650074495,-41.387117327978586,-23.31970874638632,
-7.926530574152785,-39.61709274870142,7.660001007801318,
19.858708433070934,36.37668337610734,24.68021371525649,
-14.202427430988934,19.565498759929465,-8.568164300024405,
-10.189206064642894,8.940488712669529,24.16663383158033,
3.6085381786865476,20.185300862140885,40.739466219828486,
9.79225058088876,40.371645950894155,24.903408118439067,
-2.7871396381689486,39.136811452182805,10.9133511518081,
1.7445314295548333,43.15703330204533,-3.540103898035466,
9.773144186912344,23.275444490721792,28.676775232668916,
10.013374615851577,19.06632871832358,24.21926600345076,
23.805921096871838,6.720384307443008,6.5945102126748365,
-33.89551190436444,-4.738298436690263,6.006184644800783,
13.301655420774432,-43.41625770781051,-4.701780539242583,
-12.409822520340498,-30.86666058163798,4.786828058129145,
-40.690258272071794,-40.35506764742293,-30.562284077823062,
43.864770440191,-11.233688262596658,8.751134704422922,
3.0012075165703003,46.624612184459174,12.599095684670708,
1.4224980287291298,39.22217285474305,-1.346818197401351,
-6.879495764092537,16.389050572803093,-2.6779040971908925,
-22.207163290231165,11.646487564808616,11.703502443432258,
21.12577735782447,38.77002513622428,-6.806132480389688,
6.481827083426151,15.584721436657759,9.068131499405796,
-12.888444498544146,32.83498458074297,-11.324839981745923,
-1.194391828403537,-11.639355133203379,-3.7221374918778425,
-3.320092893636786,58.28887405171079,-30.52757895959127,
-9.159237524466201,25.6689908658575,-19.711573965477708,
-36.61591989338446,20.34751088845914,4.4406646317680565,
2.5588646171723206,32.513836519557685,-2.587174232341466,
4.048929076879675,9.515474749734722,-10.326461031654894,
-1.0762491655443966,44.59696062385453,-3.9738820716830863,
-11.225373635864841,36.91536377156298,21.532907258498525,
39.0684019420783,6.1457586540984295,11.111621642563797,
-4.612461010168499,33.30011146442697,-0.48755602790059405,
2.4036060610256107,-38.79989688346563,-1.5144616525600993,
-18.944449544259566,22.441689461537727,18.10364088537546,
-25.777903569392407,11.26709168981846,-31.63029590554764,
-2.078764923062102,44.0967663446677,-0.22809266962188773,
-7.5777990784834115,32.60281114135086,19.18892293751092,
-16.604480299530614,7.266452019445922,-15.034729235543608,
-4.029226727926855,14.449447279458424,3.618556919700277,
-7.79560778935575,18.565824934683793,3.3085925225189206,
-2.3147555718034596,6.711100126535033,22.188248611135247,
-6.463727055460855,13.930624626422947,18.862221408425224,
19.08104608144124,44.38506524301828,15.739142566354632,
8.837457343593176,17.723297646927623,17.921412958626075,
9.299954341074129,57.88191504539196,-48.81130778579465,
-2.960562606561175,-37.876173381893885,-6.736292760317784,
-11.759773800643817,33.35533484517331,9.120020044178139,
-23.974205998026754,13.55354515182875,5.481731934302553,
2.4408436899171457,24.638584041327668,-13.64740107412474,
11.349917284523114,39.15199355215529,-15.260871687793898,
47.99035993461436,15.026227606261418,2.9196061284642334,
-17.526375305626832,42.027786602132636,-3.274140834303667,
0.43403729048508405,0.1151208083296606,16.7819663021433,
0.12325630252100904,39.77071135329132,9.066449448529411,
-26.575702565872387,34.33926953011734,15.760305137640547,
-44.237672505207726,13.208652435347092,-1.27907111314144,
-1.0907587167855923,44.52628713059523,9.384177001570148,
-41.15503497958512,19.489941204802665,-6.985091623438165,
-7.581032579862893,-42.39935298568902,-7.087058815102857,
12.238625892943325,26.696388270725304,-2.5385141867973386,
-6.43651571279276,39.33964013897691,-0.3288788816502996,
28.676344045614442,-9.21662703607219,45.863983137092596,
15.10535132266662,29.276396174450287,-0.05404659201745559,
5.970916753246699,47.53518143092863,10.807893635812775,
6.699878584726798,48.071888300721945,6.232816947214385,
11.337811982722945,35.345113025036206,-10.571977162218085,
11.58754570872772,38.09085571410261,10.83813488853218,
20.549167976939202,42.016247379454924,12.436497641509435,
15.797692654711994,34.79425888337658,-8.926360747688378,
34.39451262379874,1.5281018948306835,26.31688384931677,
-19.44878901614289,18.491204772603062,-22.005329027428,
-12.470488232743676,17.083658641554116,-8.193466705416805,
12.44166202744287,41.06940003725157,2.431500797390953,
14.937310212783936,30.91642733287771,-25.39485159580861,
5.375521446100858,45.81846122950248,8.761098604672098,
26.34971694878913,27.06962333313162,0.1310742069950485,
1.4920353450471087,17.37382824934133,4.978182999079608,
-33.95141763455592,23.230273163055966,18.30074088122397,
7.936073133229368,28.273369728198848,1.639383272612915,
-0.6786773397876167,28.20515960457367,17.273257138160986,
-5.642465034529174,27.161859087064993,-2.3481279702474076,
-36.28347160047221,38.074616482187935,4.834446721706963,
-44.78177237197824,21.890411826011423,23.54485390064316,
-6.309620147414323,40.41465830449827,-12.96435832108831,
14.168851470467814,40.361397162835765,9.55219874491629,
25.313459114432302,15.758091720731699,-38.545635412228755,
-2.875685195688024,38.947627342811096,-9.464633025261428,
-2.6822189632472493,30.480498359819073,5.214074583792786,
2.1906528836058916,29.11509620661127,19.366389596535356,
39.514065268610985,-7.90263045359922,8.336033069144563,
-16.916339869281046,40.272321923119534,-0.03677301429046183,
10.757864952949351,38.42927103590143,-5.509567275648055,
-15.601424649930255,24.63975008929274,-4.275214829907867,
16.484934696388585,41.64201926843631,6.8450816489660395,
15.429879180835723,-6.287638326929503,47.36184291856493,
9.062653380555643,39.7018901879398,1.465226731926657,
39.4797563056959,32.35063505006479,21.65815393766749,
11.970529963033833,-38.95277812792479,-0.4001468100490059,
7.904006958495672,42.34367945493955,7.383135158978546,
-19.548650752927202,21.193461986001346,17.909618802187897,
29.60916659120269,21.86386650757733,0.1857359488290635,
3.106894536955886,2.9406952965235176,-0.6045281916447548,
