lat,lon,speed,label
52.443821706112644,13.527620476116477,3.0145279037174815,1
52.43972128169038,13.53420079555249,11.43254972006814,1
48.163164706515325,12.358065395090192,0.8349731854623137,1
48.163164706515325,12.358065395090192,0.8349731854623137,1
52.56552953150769,13.423241061519052,0.018357305071915214,1
52.42968968173922,13.531136970671863,0.5374433506033146,1
0.0,0.0,0.0,1
52.56564550341153,13.423306426616499,0.01643653137272627,1
48.163164706515325,12.358065395090192,0.8349731854623137,1
48.163164706515325,12.358065395090192,0.8349731854623137,1
48.163164706515325,12.358065395090192,0.8349731854623137,1
52.5655020469281,13.423259352174894,0.0,1
52.430708351271164,13.514450297675538,3.6291872349372736,1
52.42980021631085,13.531433943419568,0.016967621419676216,1
52.56557041402303,13.423191401062455,0.2683136447475657,1
48.163164706515325,12.358065395090192,0.8349731854623137,1
48.163164706515325,12.358065395090192,0.8349731854623137,1
48.163164706515325,12.358065395090192,0.8349731854623137,1
52.56561410249813,13.423218876738364,0.0,1
48.163164706515325,12.358065395090192,0.8349731854623137,1
48.163164706515325,12.358065395090192,0.8349731854623137,1
48.163164706515325,12.358065395090192,0.8349731854623137,1
52.43101495206674,13.512537981874702,4.962526720510511,1
52.43363394303846,13.498267573786212,0.748023125831313,1
48.163164706515325,12.358065395090192,0.8349731854623137,1
48.163164706515325,12.358065395090192,0.8349731854623137,1
48.163164706515325,12.358065395090192,0.8349731854623137,1
48.163164706515325,12.358065395090192,0.8349731854623137,1
0.0,0.0,0.0,1
48.163164706515325,12.358065395090192,0.8349731854623137,1
52.4296434872857,13.531130988014285,0.0,1
52.446646610000016,13.524009140000002,0.0,1
52.56553949999999,13.423080900000002,0.0,1
48.163164706515325,12.358065395090192,0.8349731854623137,1
52.56557981000002,13.4231774,0.0,1
52.429669456916784,13.531113499507745,0.0,1
48.163164706515325,12.358065395090192,0.8349731854623137,1
52.44664661,13.524009140000002,0.0,1
48.163164706515325,12.358065395090192,0.8349731854623137,1
48.163164706515325,12.358065395090192,0.8349731854623137,1
48.163164706515325,12.358065395090192,0.8349731854623137,2
52.26793029479825,13.479265769983257,0.0,2
48.163164706515325,12.358065395090192,0.8349731854623137,2
0.0,0.0,0.0,2
