x-acc,y-acc,z-acc,label
-2.3089855595146855,-9.460555377668603,-0.2889433336494747,1
2.424536307606379,-2.7393667613513757,-6.37344228054827,1
-0.3809131291390728,-0.05476415011037528,-0.016772350993377476,1
-0.005818381329238388,0.07263401166573179,0.15760462955780952,1
-2.854005702681528,-8.689154909012098,-1.8108595922434596,1
6.675021432759756,-7.40454664492452,-0.9712661202358511,1
5.786724352690791,-7.098595612322614,-3.13678268207122,1
-3.2236014332101424,-5.051168571653661,-5.4273042769099735,1
0.09084972601413496,0.02197128812082486,0.11480108674605478,1
0.2407435017100763,0.004096750855038139,0.0593959023941068,1
-0.05363353739928297,-0.020094346541865562,0.10833697801718656,1
-1.8236776281152027,-6.835805479461103,-2.8983755127539723,1
-1.3169395321335133,-7.118597887266728,-5.060465388361207,1
-0.5645094790480895,-9.947178426855212,-0.3845086665204312,1
5.182571310343908,-0.46137660870225794,-1.846091048986402,1
-0.009767868121157588,0.17026968061178588,-0.542104046708652,1
0.3186436368339368,-0.9957844283497154,-0.235143714433523,1
-0.10985536037667512,0.10997044549076422,-0.10638784256911747,1
-8.59997844659129,3.7300752285502305,1.3449581281163674,1
0.17935220960842388,-0.6275462059888121,-0.09863707469562356,1
-0.7201628395850779,-2.993067045224137,-6.009521877727332,1
-0.5058035987903226,0.6914976612903225,0.3313591028225806,1
9.238185582143485,-2.931738187665532,-1.9005920860032954,1
-0.7962907533833744,-9.912269259596554,0.8550492204390702,1
-1.035306460261178,1.645471270431549,-0.20136338320505046,1
-0.07670087299885649,-0.22392495442548802,0.02909247511333006,1
-1.810982912037037,0.7999622129629629,-0.5177588842592592,1
-3.6614039712029722,-1.314526033441709,-1.120282977241059,1
1.5509205214593673,-9.877971753902797,-1.0965277856873945,1
0.885611731848633,-0.12756515883723782,-0.0909358058967485,1
-0.5371547865522767,-10.057899308961895,-0.4684005412046617,1
1.3452351011625057,-9.472600113465903,-0.8399442548157521,1
-3.1668684849350486,-6.204349033301414,3.0112424187284623,1
0.478276480695371,1.2478061249241963,-0.8925397513644633,1
-8.146062432091664,1.5745481785672695,0.7525862340077255,1
0.33852865550135175,-10.365650765389391,0.07922395040785808,1
-0.0018046910545401103,0.041563278191924624,-0.06300115077411093,1
0.6404903643502966,-9.73289202775118,-1.575099275718133,1
0.31232670496875287,0.37928164098656736,0.03771485471887861,1
0.10717502779630865,-0.12511513231042917,-0.06957334704617894,1
-0.12757668470241024,-0.9208127397934087,-0.466412395474668,2
1.6615935519043297,-3.642437453050333,4.015319513238914,2
-3.7172318365102637,-1.607967430351906,-0.2536747434017596,2
2.222770439454341,-9.686559889585217,-1.0726709617010424,2
0.4521361594341426,1.2784589418849168,0.6545833584241382,2
0.7402677162865275,-9.500083642292006,-1.861675586013111,2
-5.364573260196161,-8.117019820785668,0.5453513153383126,2
-0.9017031058324968,-1.0580351957176317,-2.2085611520017845,2
-1.2570441519015936,-9.412146185471254,-1.315226675953516,2
-0.0059252072031132546,0.16040241253547152,-0.14217382522763627,2
-0.34418210458947246,-9.721550388886307,-0.38187671834385317,2
