x-gyro,y-gyro,z-gyro,label
-0.001922436200006666,-0.002144609236183408,0.017353671078167623,1
-0.001922436200006666,-0.002144609236183408,0.017353671078167623,1
0.0009445971302428156,0.02883767660044151,0.014667516556291393,1
0.0009210739741860903,0.013366096770050729,-0.028399426571630387,1
-0.001922436200006666,-0.002144609236183408,0.017353671078167623,1
-0.001922436200006666,-0.002144609236183408,0.017353671078167623,1
-0.001922436200006666,-0.002144609236183408,0.017353671078167623,1
-0.001922436200006666,-0.002144609236183408,0.017353671078167623,1
-0.0046471787289097755,-0.003543455319972895,-0.00196217974106443,1
-0.011679062837090824,0.003527398849672656,-0.0004948047718893677,1
-0.004493254167769251,-0.03586027895386787,0.020986983439181442,1
-0.001922436200006666,-0.002144609236183408,0.017353671078167623,1
-0.001922436200006666,-0.002144609236183408,0.017353671078167623,1
-0.001922436200006666,-0.002144609236183408,0.017353671078167623,1
-0.001922436200006666,-0.002144609236183408,0.017353671078167623,1
0.005758831281109477,0.016994386824941435,0.06313579751287769,1
0.009166322600454985,0.022826831617485048,0.005831776644013057,1
-0.02128264759145238,-0.01115841180731619,0.00684044428347217,1
-0.001922436200006666,-0.002144609236183408,0.017353671078167623,1
-0.025448058571898642,0.019832634090161234,0.02361212569924317,1
0.03499888935672144,-0.020257315756622398,0.006582871915164301,1
0.003865528626446724,0.001709958469393843,-0.0027907509742864304,1
-0.001922436200006666,-0.002144609236183408,0.017353671078167623,1
-0.001922436200006666,-0.002144609236183408,0.017353671078167623,1
-0.0058724919997548445,-0.0001832799503745056,-0.007131939004689082,1
0.02069274972172336,0.010946186293715871,0.03689629542954775,1
-0.0035572531680807206,-0.005701034601973755,2.9110037031320817e-05,1
-0.008335944193048221,0.011123420958443543,-0.012764822995065053,1
-0.001922436200006666,-0.002144609236183408,0.017353671078167623,1
-0.024183546445071345,-0.006429572958829059,0.07594208726849012,1
-0.001922436200006666,-0.002144609236183408,0.017353671078167623,1
-0.001922436200006666,-0.002144609236183408,0.017353671078167623,1
-0.001922436200006666,-0.002144609236183408,0.017353671078167623,1
